,text,Does the sentence describe a personal reflection or thought?,Does the sentence contain a proper noun?,Does the sentence describe a physical action?,Does the sentence describe a personal or social interaction that leads to a change or revelation?,Does the sentence involve the mention of a specific object or item?,Does the sentence involve a description of physical environment or setting?,Does the sentence describe a relationship between people?,Does the sentence mention a specific location?,Is time mentioned in the input?,Is the sentence abstract rather than concrete?,Does the sentence express the narrator's opinion or judgment about an event or character?,Is the input related to a specific industry or profession?,Does the sentence include dialogue?,Does the sentence describe a visual experience or scene?,Does the input involve planning or organizing?,Does the sentence involve spatial reasoning?,Does the sentence involve an expression of personal values or beliefs?,Does the sentence contain a negation?,Does the sentence describe a sensory experience?,Does the sentence include technical or specialized terminology?,Does the input contain a number?,Does the sentence contain a cultural reference?,Does the text describe a mode of communication?,Does the input include a comparison or metaphor?,Does the sentence express a sense of belonging or connection to a place or community?,Does the sentence describe a specific sensation or feeling?,Does the text include a planning or decision-making process?,Does the sentence include a personal anecdote or story?,Does the sentence involve a discussion about personal or social values?,Does the text describe a journey?,Does the input contain a measurement?,Does the sentence describe a physical sensation?,Does the sentence include a direct speech quotation?,"Is the sentence reflective, involving self-analysis or introspection?",Does the input describe a specific texture or sensation?
1225,and he says oh hey i'm not a threat just then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,he says oh hey i'm not a threat just then he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,says oh hey i'm not a threat just then he takes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,oh hey i'm not a threat just then he takes a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,hey i'm not a threat just then he takes a drag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,i'm not a threat just then he takes a drag of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,not a threat just then he takes a drag of his,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,a threat just then he takes a drag of his cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,threat just then he takes a drag of his cigarette a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,just then he takes a drag of his cigarette a very,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,then he takes a drag of his cigarette a very hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,he takes a drag of his cigarette a very hard hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,takes a drag of his cigarette a very hard hard drag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,a drag of his cigarette a very hard hard drag you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,drag of his cigarette a very hard hard drag you know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,of his cigarette a very hard hard drag you know the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,his cigarette a very hard hard drag you know the kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,cigarette a very hard hard drag you know the kind that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,a very hard hard drag you know the kind that makes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,very hard hard drag you know the kind that makes the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,hard hard drag you know the kind that makes the end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,hard drag you know the kind that makes the end of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,drag you know the kind that makes the end of it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,you know the kind that makes the end of it really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,know the kind that makes the end of it really heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,the kind that makes the end of it really heat up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,kind that makes the end of it really heat up hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,that makes the end of it really heat up hot hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,makes the end of it really heat up hot hot hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,the end of it really heat up hot hot hot and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,end of it really heat up hot hot hot and long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,of it really heat up hot hot hot and long and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,it really heat up hot hot hot and long and it's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,really heat up hot hot hot and long and it's a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,heat up hot hot hot and long and it's a little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,up hot hot hot and long and it's a little scary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,hot hot hot and long and it's a little scary and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,hot hot and long and it's a little scary and i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,hot and long and it's a little scary and i follow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,and long and it's a little scary and i follow the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,long and it's a little scary and i follow the cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,and it's a little scary and i follow the cigarette down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,it's a little scary and i follow the cigarette down because,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,a little scary and i follow the cigarette down because i'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,little scary and i follow the cigarette down because i'm afraid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,scary and i follow the cigarette down because i'm afraid of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,and i follow the cigarette down because i'm afraid of that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,i follow the cigarette down because i'm afraid of that head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,follow the cigarette down because i'm afraid of that head falling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,the cigarette down because i'm afraid of that head falling off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,cigarette down because i'm afraid of that head falling off and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,down because i'm afraid of that head falling off and i'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,because i'm afraid of that head falling off and i'm surprised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,i'm afraid of that head falling off and i'm surprised when,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,afraid of that head falling off and i'm surprised when i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,of that head falling off and i'm surprised when i see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,that head falling off and i'm surprised when i see in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,head falling off and i'm surprised when i see in the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,falling off and i'm surprised when i see in the crook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,off and i'm surprised when i see in the crook of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,and i'm surprised when i see in the crook of his,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,i'm surprised when i see in the crook of his arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,surprised when i see in the crook of his arm a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,when i see in the crook of his arm a little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,i see in the crook of his arm a little boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,see in the crook of his arm a little boy sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,in the crook of his arm a little boy sleeping a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,the crook of his arm a little boy sleeping a toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,crook of his arm a little boy sleeping a toddler and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,of his arm a little boy sleeping a toddler and i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,his arm a little boy sleeping a toddler and i think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,arm a little boy sleeping a toddler and i think and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,a little boy sleeping a toddler and i think and just,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,little boy sleeping a toddler and i think and just then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,boy sleeping a toddler and i think and just then the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,sleeping a toddler and i think and just then the girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,a toddler and i think and just then the girl reaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,toddler and i think and just then the girl reaches underneath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,and i think and just then the girl reaches underneath the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,i think and just then the girl reaches underneath the bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,think and just then the girl reaches underneath the bed and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,and just then the girl reaches underneath the bed and takes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,just then the girl reaches underneath the bed and takes out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,then the girl reaches underneath the bed and takes out a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,the girl reaches underneath the bed and takes out a carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,girl reaches underneath the bed and takes out a carton and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,reaches underneath the bed and takes out a carton and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,underneath the bed and takes out a carton and she taps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,the bed and takes out a carton and she taps out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,bed and takes out a carton and she taps out the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,and takes out a carton and she taps out the last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,takes out a carton and she taps out the last s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,out a carton and she taps out the last s pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,a carton and she taps out the last s pack of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,carton and she taps out the last s pack of cigarettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,and she taps out the last s pack of cigarettes in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,she taps out the last s pack of cigarettes in there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,taps out the last s pack of cigarettes in there and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,out the last s pack of cigarettes in there and on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,the last s pack of cigarettes in there and on the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,last s pack of cigarettes in there and on the way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,s pack of cigarettes in there and on the way up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,pack of cigarettes in there and on the way up she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,of cigarettes in there and on the way up she kisses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,cigarettes in there and on the way up she kisses the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,in there and on the way up she kisses the little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,there and on the way up she kisses the little boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,and on the way up she kisses the little boy and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,on the way up she kisses the little boy and then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,the way up she kisses the little boy and then she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,way up she kisses the little boy and then she kisses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,up she kisses the little boy and then she kisses the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,she kisses the little boy and then she kisses the man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,kisses the little boy and then she kisses the man and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,the little boy and then she kisses the man and the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,little boy and then she kisses the man and the man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,boy and then she kisses the man and the man says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,and then she kisses the man and the man says again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,then she kisses the man and the man says again you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,she kisses the man and the man says again you alright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,kisses the man and the man says again you alright and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,the man and the man says again you alright and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,man and the man says again you alright and she says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,and the man says again you alright and she says yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,the man says again you alright and she says yeah i'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,man says again you alright and she says yeah i'm just,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,says again you alright and she says yeah i'm just gonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,again you alright and she says yeah i'm just gonna go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,you alright and she says yeah i'm just gonna go out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,alright and she says yeah i'm just gonna go out and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,and she says yeah i'm just gonna go out and smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,she says yeah i'm just gonna go out and smoke with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,says yeah i'm just gonna go out and smoke with her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,yeah i'm just gonna go out and smoke with her and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,i'm just gonna go out and smoke with her and so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,just gonna go out and smoke with her and so we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,gonna go out and smoke with her and so we go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,go out and smoke with her and so we go outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,out and smoke with her and so we go outside and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,and smoke with her and so we go outside and sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,smoke with her and so we go outside and sit amongst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,with her and so we go outside and sit amongst the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,her and so we go outside and sit amongst the cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,and so we go outside and sit amongst the cigarette butts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,so we go outside and sit amongst the cigarette butts and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,we go outside and sit amongst the cigarette butts and smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,go outside and sit amongst the cigarette butts and smoke and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,outside and sit amongst the cigarette butts and smoke and i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,and sit amongst the cigarette butts and smoke and i say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,sit amongst the cigarette butts and smoke and i say wow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,amongst the cigarette butts and smoke and i say wow that's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,the cigarette butts and smoke and i say wow that's your,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,cigarette butts and smoke and i say wow that's your little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,butts and smoke and i say wow that's your little boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,and smoke and i say wow that's your little boy and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,smoke and i say wow that's your little boy and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,and i say wow that's your little boy and she says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,i say wow that's your little boy and she says yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,say wow that's your little boy and she says yeah isn't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,wow that's your little boy and she says yeah isn't he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,that's your little boy and she says yeah isn't he beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,your little boy and she says yeah isn't he beautiful and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,little boy and she says yeah isn't he beautiful and i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,boy and she says yeah isn't he beautiful and i say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,and she says yeah isn't he beautiful and i say yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,she says yeah isn't he beautiful and i say yeah he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,says yeah isn't he beautiful and i say yeah he is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,yeah isn't he beautiful and i say yeah he is he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,isn't he beautiful and i say yeah he is he is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,he beautiful and i say yeah he is he is beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,beautiful and i say yeah he is he is beautiful he's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,and i say yeah he is he is beautiful he's my,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,i say yeah he is he is beautiful he's my light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,say yeah he is he is beautiful he's my light he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,yeah he is he is beautiful he's my light he keeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,he is he is beautiful he's my light he keeps me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,is he is beautiful he's my light he keeps me going,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,he is beautiful he's my light he keeps me going she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,is beautiful he's my light he keeps me going she says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,beautiful he's my light he keeps me going she says we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,he's my light he keeps me going she says we finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,my light he keeps me going she says we finish our,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,light he keeps me going she says we finish our cigarettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,he keeps me going she says we finish our cigarettes she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,keeps me going she says we finish our cigarettes she finishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,me going she says we finish our cigarettes she finishes her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,going she says we finish our cigarettes she finishes her beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,she says we finish our cigarettes she finishes her beer i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,says we finish our cigarettes she finishes her beer i don't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,we finish our cigarettes she finishes her beer i don't have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,finish our cigarettes she finishes her beer i don't have a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,our cigarettes she finishes her beer i don't have a beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,cigarettes she finishes her beer i don't have a beer cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,she finishes her beer i don't have a beer cause i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,finishes her beer i don't have a beer cause i can't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,her beer i don't have a beer cause i can't go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,beer i don't have a beer cause i can't go home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,i don't have a beer cause i can't go home with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,don't have a beer cause i can't go home with beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,have a beer cause i can't go home with beer on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,a beer cause i can't go home with beer on my,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,beer cause i can't go home with beer on my breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,cause i can't go home with beer on my breath and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,i can't go home with beer on my breath and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,can't go home with beer on my breath and she goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,go home with beer on my breath and she goes inside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,home with beer on my breath and she goes inside to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,with beer on my breath and she goes inside to get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,beer on my breath and she goes inside to get the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,on my breath and she goes inside to get the keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,my breath and she goes inside to get the keys she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,breath and she goes inside to get the keys she takes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,and she goes inside to get the keys she takes too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,she goes inside to get the keys she takes too long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,goes inside to get the keys she takes too long in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,inside to get the keys she takes too long in there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,to get the keys she takes too long in there getting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,get the keys she takes too long in there getting the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,the keys she takes too long in there getting the keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,keys she takes too long in there getting the keys and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,she takes too long in there getting the keys and i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,takes too long in there getting the keys and i think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,too long in there getting the keys and i think something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,long in there getting the keys and i think something must,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,in there getting the keys and i think something must be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,there getting the keys and i think something must be wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,getting the keys and i think something must be wrong and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,the keys and i think something must be wrong and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,keys and i think something must be wrong and she comes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,and i think something must be wrong and she comes out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,i think something must be wrong and she comes out and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,think something must be wrong and she comes out and she,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,something must be wrong and she comes out and she says,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,must be wrong and she comes out and she says look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,be wrong and she comes out and she says look i'm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,wrong and she comes out and she says look i'm really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,and she comes out and she says look i'm really sorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,she comes out and she says look i'm really sorry but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,comes out and she says look i'm really sorry but um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,out and she says look i'm really sorry but um like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,and she says look i'm really sorry but um like we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
